Region Name,Region Unique Number,Number of Voxels,Mask File Path,Delta X,Delta Y,Delta Z,Mask Center,Mni_Scaled
frontal,345,1098,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_345.nii,12,17,19,"[32, 116, 59, 1]","[0.56, 0.436, 0.194]"
frontal,346,517,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_346.nii,11,13,11,"[29, 104, 61, 1]","[0.62, 0.273, 0.229]"
frontal,347,491,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_347.nii,15,7,12,"[29, 97, 63, 1]","[0.62, 0.177, 0.265]"
frontal,348,696,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_348.nii,10,12,19,"[43, 120, 67, 1]","[0.34, 0.491, 0.335]"
frontal,349,611,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_349.nii,13,15,14,"[30, 103, 67, 1]","[0.6, 0.259, 0.335]"
frontal,350,508,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_350.nii,13,11,13,"[32, 93, 71, 1]","[0.56, 0.123, 0.406]"
frontal,351,771,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_351.nii,15,14,13,"[35, 106, 74, 1]","[0.5, 0.3, 0.459]"
frontal,352,949,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_352.nii,12,15,14,"[31, 98, 77, 1]","[0.58, 0.191, 0.512]"
frontal,353,398,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_353.nii,10,8,14,"[32, 89, 81, 1]","[0.56, 0.068, 0.582]"
frontal,354,980,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_354.nii,14,22,13,"[36, 95, 85, 1]","[0.48, 0.15, 0.653]"
frontal,355,786,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_355.nii,13,13,17,"[44, 92, 85, 1]","[0.32, 0.109, 0.653]"
frontal,358,112,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_358.nii,5,11,3,"[58, 71, 68, 1]","[0.04, -0.177, 0.353]"
frontal,359,163,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_359.nii,3,15,7,"[59, 85, 68, 1]","[0.02, 0.014, 0.353]"
frontal,360,850,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_360.nii,9,11,17,"[56, 107, 66, 1]","[0.08, 0.314, 0.318]"
frontal,361,499,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_361.nii,6,13,15,"[57, 103, 81, 1]","[0.06, 0.259, 0.582]"
frontal,375,606,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_375.nii,15,16,14,"[38, 101, 37, 1]","[0.44, 0.232, -0.194]"
frontal,376,463,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_376.nii,13,13,7,"[38, 110, 39, 1]","[0.44, 0.355, -0.159]"
frontal,377,815,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_377.nii,13,16,14,"[30, 105, 42, 1]","[0.6, 0.286, -0.106]"
frontal,378,859,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_378.nii,12,14,18,"[27, 101, 54, 1]","[0.66, 0.232, 0.106]"
frontal,379,1142,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_379.nii,7,25,14,"[57, 111, 41, 1]","[0.06, 0.368, -0.124]"
frontal,380,564,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_380.nii,12,10,14,"[53, 127, 49, 1]","[0.14, 0.586, 0.018]"
frontal,381,898,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_381.nii,9,16,17,"[56, 112, 53, 1]","[0.08, 0.382, 0.088]"
frontal,382,1058,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_382.nii,9,19,20,"[56, 121, 58, 1]","[0.08, 0.505, 0.176]"
frontal,383,651,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_383.nii,15,9,16,"[49, 127, 60, 1]","[0.22, 0.586, 0.212]"
frontal,384,192,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_384.nii,5,14,14,"[58, 100, 59, 1]","[0.04, 0.218, 0.194]"
frontal,385,532,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_385.nii,8,11,17,"[56, 122, 70, 1]","[0.08, 0.518, 0.388]"
frontal,386,668,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_386.nii,11,15,17,"[49, 119, 72, 1]","[0.22, 0.477, 0.424]"
frontal,387,469,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_387.nii,5,12,17,"[58, 114, 76, 1]","[0.04, 0.409, 0.494]"
frontal,388,737,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_388.nii,13,15,15,"[44, 108, 77, 1]","[0.32, 0.327, 0.512]"
frontal,389,773,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_389.nii,15,18,13,"[51, 111, 84, 1]","[0.18, 0.368, 0.635]"
frontal,390,800,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_390.nii,7,16,16,"[45, 101, 82, 1]","[0.3, 0.232, 0.6]"
frontal,391,712,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_391.nii,13,14,10,"[52, 97, 90, 1]","[0.16, 0.177, 0.741]"
frontal,397,2,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_397.nii,1,0,0,"[60, 66, 71, 1]","[0.0, -0.245, 0.406]"
frontal,398,473,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/frontal_398.nii,5,15,12,"[58, 74, 72, 1]","[0.04, -0.136, 0.424]"
cereb,1,1963,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_1.nii,28,30,41,"[47, 46, 27, 1]","[0.26, -0.518, -0.371]"
cereb,2,2140,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_2.nii,26,26,35,"[45, 48, 26, 1]","[0.3, -0.491, -0.388]"
cereb,4,1059,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_4.nii,25,29,35,"[48, 49, 22, 1]","[0.24, -0.477, -0.459]"
cereb,5,297,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_5.nii,21,31,27,"[47, 46, 20, 1]","[0.26, -0.518, -0.494]"
cereb,6,798,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_6.nii,23,27,33,"[48, 49, 23, 1]","[0.24, -0.477, -0.441]"
cereb,7,294,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_7.nii,22,26,18,"[47, 47, 14, 1]","[0.26, -0.505, -0.6]"
cereb,8,182,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_8.nii,18,15,16,"[45, 54, 15, 1]","[0.3, -0.409, -0.582]"
cereb,9,1237,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_9.nii,31,35,27,"[45, 44, 24, 1]","[0.3, -0.545, -0.424]"
cereb,10,2901,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_10.nii,37,39,39,"[42, 43, 24, 1]","[0.36, -0.559, -0.424]"
cereb,11,3254,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_11.nii,36,29,39,"[42, 46, 26, 1]","[0.36, -0.518, -0.388]"
cereb,12,2571,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_12.nii,35,37,30,"[44, 42, 20, 1]","[0.32, -0.573, -0.494]"
cereb,13,3307,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_13.nii,36,33,29,"[42, 38, 19, 1]","[0.36, -0.627, -0.512]"
cereb,14,121,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_14.nii,34,30,23,"[43, 37, 17, 1]","[0.34, -0.641, -0.547]"
cereb,15,1226,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_15.nii,37,33,29,"[42, 39, 18, 1]","[0.36, -0.614, -0.529]"
cereb,16,416,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_16.nii,16,27,24,"[69, 44, 27, 1]","[-0.18, -0.545, -0.371]"
cereb,17,1801,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_17.nii,26,30,41,"[74, 46, 27, 1]","[-0.28, -0.518, -0.371]"
cereb,18,2142,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_18.nii,26,26,35,"[75, 48, 26, 1]","[-0.3, -0.491, -0.388]"
cereb,19,1042,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_19.nii,20,29,35,"[71, 49, 22, 1]","[-0.22, -0.477, -0.459]"
cereb,20,298,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_20.nii,21,31,27,"[75, 46, 20, 1]","[-0.3, -0.518, -0.494]"
cereb,22,823,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_22.nii,23,26,32,"[74, 48, 23, 1]","[-0.28, -0.491, -0.441]"
cereb,23,297,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_23.nii,22,26,17,"[73, 47, 14, 1]","[-0.26, -0.505, -0.6]"
cereb,24,1401,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_24.nii,30,35,30,"[76, 44, 22, 1]","[-0.32, -0.545, -0.459]"
cereb,25,2855,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_25.nii,36,39,39,"[79, 44, 24, 1]","[-0.38, -0.545, -0.424]"
cereb,27,3146,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_27.nii,36,30,37,"[79, 45, 25, 1]","[-0.38, -0.532, -0.406]"
cereb,28,538,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_28.nii,31,32,25,"[80, 43, 23, 1]","[-0.4, -0.559, -0.441]"
cereb,29,2034,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_29.nii,34,38,30,"[78, 41, 20, 1]","[-0.36, -0.586, -0.494]"
cereb,30,3439,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_30.nii,36,33,29,"[79, 38, 19, 1]","[-0.38, -0.627, -0.512]"
cereb,31,1260,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/cereb_31.nii,36,33,29,"[79, 39, 18, 1]","[-0.38, -0.614, -0.529]"
RN,1,165,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/RN_1.nii,13,5,5,"[61, 73, 41, 1]","[-0.02, -0.15, -0.124]"
thalamus,262,75,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_262.nii,4,4,4,"[58, 79, 53, 1]","[0.04, -0.068, 0.088]"
thalamus,263,78,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_263.nii,3,4,4,"[63, 77, 53, 1]","[-0.06, -0.095, 0.088]"
thalamus,264,79,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_264.nii,4,4,4,"[48, 65, 48, 1]","[0.24, -0.259, 0.0]"
thalamus,265,80,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_265.nii,4,4,5,"[73, 64, 49, 1]","[-0.26, -0.273, 0.018]"
thalamus,266,78,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_266.nii,4,4,4,"[52, 75, 55, 1]","[0.16, -0.123, 0.124]"
thalamus,267,71,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_267.nii,4,4,4,"[71, 74, 56, 1]","[-0.22, -0.136, 0.141]"
thalamus,268,80,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_268.nii,4,4,5,"[54, 79, 49, 1]","[0.12, -0.068, 0.018]"
thalamus,269,75,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_269.nii,4,4,4,"[67, 77, 48, 1]","[-0.14, -0.095, 0.0]"
thalamus,270,79,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_270.nii,5,4,4,"[52, 71, 48, 1]","[0.16, -0.177, 0.0]"
thalamus,271,83,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_271.nii,5,4,4,"[70, 71, 48, 1]","[-0.2, -0.177, 0.0]"
thalamus,272,78,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_272.nii,4,4,4,"[50, 69, 53, 1]","[0.2, -0.205, 0.088]"
thalamus,273,78,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/thalamus_273.nii,4,4,4,"[73, 69, 54, 1]","[-0.26, -0.205, 0.106]"
parietal,30,4,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_30.nii,3,0,0,"[71, 29, 78, 1]","[-0.22, -0.75, 0.529]"
parietal,31,324,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_31.nii,9,10,10,"[74, 32, 79, 1]","[-0.28, -0.709, 0.547]"
parietal,33,17,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_33.nii,8,4,1,"[100, 68, 58, 1]","[-0.8, -0.218, 0.176]"
parietal,35,3,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_35.nii,1,1,0,"[92, 80, 58, 1]","[-0.64, -0.055, 0.176]"
parietal,37,6,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_37.nii,1,1,1,"[104, 64, 60, 1]","[-0.88, -0.273, 0.212]"
parietal,38,6,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_38.nii,1,2,0,"[88, 60, 63, 1]","[-0.56, -0.327, 0.265]"
parietal,39,118,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_39.nii,9,6,5,"[96, 75, 60, 1]","[-0.72, -0.123, 0.212]"
parietal,40,85,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_40.nii,9,11,4,"[100, 81, 59, 1]","[-0.8, -0.041, 0.194]"
parietal,41,175,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_41.nii,6,9,7,"[94, 70, 61, 1]","[-0.68, -0.191, 0.229]"
parietal,42,438,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_42.nii,9,11,11,"[100, 71, 63, 1]","[-0.8, -0.177, 0.265]"
parietal,43,346,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_43.nii,9,9,15,"[100, 81, 65, 1]","[-0.8, -0.041, 0.3]"
parietal,44,337,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_44.nii,7,9,18,"[101, 78, 68, 1]","[-0.82, -0.082, 0.353]"
parietal,45,310,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_45.nii,12,7,13,"[94, 77, 69, 1]","[-0.68, -0.095, 0.371]"
parietal,46,398,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_46.nii,9,9,11,"[96, 72, 75, 1]","[-0.72, -0.164, 0.476]"
parietal,47,423,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_47.nii,15,11,14,"[93, 77, 77, 1]","[-0.66, -0.095, 0.512]"
parietal,48,387,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_48.nii,13,9,12,"[92, 74, 74, 1]","[-0.64, -0.136, 0.459]"
parietal,50,286,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_50.nii,12,10,12,"[88, 73, 79, 1]","[-0.56, -0.15, 0.547]"
parietal,51,340,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_51.nii,13,9,13,"[92, 72, 84, 1]","[-0.64, -0.164, 0.635]"
parietal,52,724,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_52.nii,14,14,15,"[91, 64, 87, 1]","[-0.62, -0.273, 0.688]"
parietal,53,254,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_53.nii,8,7,11,"[86, 67, 83, 1]","[-0.52, -0.232, 0.618]"
parietal,57,18,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_57.nii,6,4,4,"[85, 68, 84, 1]","[-0.5, -0.218, 0.635]"
parietal,58,713,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_58.nii,15,10,15,"[81, 53, 89, 1]","[-0.42, -0.423, 0.724]"
parietal,59,305,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_59.nii,13,6,18,"[82, 64, 89, 1]","[-0.44, -0.273, 0.724]"
parietal,60,655,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_60.nii,13,9,18,"[80, 60, 90, 1]","[-0.4, -0.327, 0.741]"
parietal,62,5,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_62.nii,2,1,9,"[72, 65, 90, 1]","[-0.24, -0.259, 0.741]"
parietal,63,45,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_63.nii,3,6,12,"[69, 56, 95, 1]","[-0.18, -0.382, 0.829]"
parietal,66,337,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_66.nii,8,6,15,"[74, 63, 93, 1]","[-0.28, -0.286, 0.794]"
parietal,67,566,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_67.nii,9,13,12,"[74, 58, 95, 1]","[-0.28, -0.355, 0.829]"
parietal,68,2,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_68.nii,0,1,4,"[71, 66, 97, 1]","[-0.22, -0.245, 0.865]"
parietal,72,2,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_72.nii,1,0,0,"[93, 36, 63, 1]","[-0.66, -0.655, 0.265]"
parietal,73,6,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_73.nii,2,1,0,"[74, 38, 74, 1]","[-0.28, -0.627, 0.459]"
parietal,74,508,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_74.nii,13,11,16,"[95, 63, 78, 1]","[-0.7, -0.286, 0.529]"
parietal,75,530,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_75.nii,11,10,13,"[75, 40, 80, 1]","[-0.3, -0.6, 0.565]"
parietal,76,480,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_76.nii,11,11,15,"[91, 65, 79, 1]","[-0.62, -0.259, 0.547]"
parietal,77,468,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_77.nii,12,12,11,"[82, 53, 77, 1]","[-0.44, -0.423, 0.512]"
parietal,78,364,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_78.nii,9,11,12,"[80, 45, 81, 1]","[-0.4, -0.532, 0.582]"
parietal,79,687,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_79.nii,14,11,21,"[86, 59, 82, 1]","[-0.52, -0.341, 0.6]"
parietal,80,448,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_80.nii,13,12,13,"[83, 50, 86, 1]","[-0.46, -0.464, 0.671]"
parietal,81,459,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_81.nii,12,11,15,"[72, 37, 87, 1]","[-0.24, -0.641, 0.688]"
parietal,82,493,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_82.nii,13,11,12,"[78, 43, 89, 1]","[-0.36, -0.559, 0.724]"
parietal,83,13,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_83.nii,3,3,2,"[71, 43, 85, 1]","[-0.22, -0.559, 0.653]"
parietal,84,682,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_84.nii,11,15,15,"[75, 47, 91, 1]","[-0.3, -0.505, 0.759]"
parietal,85,84,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_85.nii,5,6,9,"[72, 51, 96, 1]","[-0.24, -0.45, 0.847]"
parietal,92,682,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_92.nii,17,16,11,"[96, 62, 63, 1]","[-0.72, -0.3, 0.265]"
parietal,93,484,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_93.nii,11,9,9,"[97, 55, 68, 1]","[-0.74, -0.395, 0.353]"
parietal,94,739,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_94.nii,11,13,15,"[99, 70, 71, 1]","[-0.78, -0.191, 0.406]"
parietal,95,451,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_95.nii,9,10,14,"[100, 60, 70, 1]","[-0.8, -0.327, 0.388]"
parietal,127,377,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_127.nii,6,13,11,"[79, 34, 80, 1]","[-0.38, -0.682, 0.565]"
parietal,128,219,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_128.nii,7,6,14,"[98, 57, 78, 1]","[-0.76, -0.368, 0.529]"
parietal,129,557,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_129.nii,11,7,17,"[95, 51, 80, 1]","[-0.7, -0.45, 0.565]"
parietal,130,757,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_130.nii,10,14,17,"[83, 42, 81, 1]","[-0.46, -0.573, 0.582]"
parietal,131,370,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_131.nii,9,9,15,"[88, 49, 81, 1]","[-0.56, -0.477, 0.582]"
parietal,132,756,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_132.nii,13,9,17,"[90, 56, 80, 1]","[-0.6, -0.382, 0.565]"
parietal,144,163,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_144.nii,10,10,10,"[68, 33, 79, 1]","[-0.16, -0.695, 0.547]"
parietal,145,4,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_145.nii,0,2,1,"[69, 43, 84, 1]","[-0.18, -0.559, 0.635]"
parietal,159,12,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_159.nii,7,4,2,"[99, 49, 63, 1]","[-0.78, -0.477, 0.265]"
parietal,160,232,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_160.nii,13,14,4,"[92, 44, 64, 1]","[-0.64, -0.545, 0.282]"
parietal,161,147,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_161.nii,18,11,14,"[88, 33, 69, 1]","[-0.56, -0.695, 0.371]"
parietal,162,996,/data/users4/sdeshpande8/3D_Mask_Brain_CNN/3D_Mask_Data/masks_3D_parietal/parietal_162.nii,13,15,13,"[92, 43, 70, 1]","[-0.64, -0.559, 0.388]"
